Temperatura,Personas,Electrodomesticos,Consumo_kWh
24.65937021512298,4.0,7.0,47.247038779515286
16.914882683953838,1.0,12.0,34.10314192411612
12.759747288347572,3.0,20.0,49.21559515109868
22.86274536753854,4.0,10.0,47.833327651118964
25.93100766590759,1.0,,
21.64264985147933,4.0,7.0,43.5967559415541
26.18174385308836,1.0,19.0,58.10585055759849
21.008855554972403,,16.0,56.40505718194881
21.538637178536966,4.0,8.0,42.875739705820756
26.35362939331263,1.0,20.0,62.5739871466153
17.80403760077458,2.0,6.0,30.674860340368408
26.11627687104898,3.0,16.0,62.53233699457352
25.508761810144048,3.0,20.0,69.01594898062885
24.991802563822198,4.0,17.0,62.48407691238833
19.460025137884074,4.0,14.0,53.7007963304104
22.68069058230687,2.0,15.0,48.87729420884003
,3.0,8.0,35.65033048590637
25.058327682977417,5.0,,48.292761404001716
28.84763793673908,3.0,9.0,47.94042506474459
13.486342915156397,1.0,20.0,48.68459319210098
19.406095116368665,3.0,19.0,61.295450099197126
15.826483843404851,2.0,19.0,47.216976149504276
7.595027052234611,1.0,19.0,38.70161706326519
21.92138358249928,2.0,15.0,47.51745310780533
13.536576757085475,2.0,18.0,49.79220411077233
18.90182673254768,2.0,14.0,49.22441547055064
26.371625841809333,2.0,,55.82717167007588
30.59759504737773,5.0,14.0,73.25280145863863
22.171450444974685,2.0,12.0,41.56972012509786
17.75782844571662,3.0,11.0,38.12397440929345
23.344156817043103,5.0,9.0,52.38727572519649
13.293113991239313,5.0,13.0,50.843182692629135
22.63246495056635,2.0,5.0,31.14439358721194
21.226029518749964,3.0,20.0,62.19893121634484
26.03470445008105,2.0,17.0,58.09487495016419
17.543446827864592,2.0,17.0,48.76986284771565
21.67721609264537,2.0,9.0,41.26552127911344
21.318683525569877,2.0,8.0,37.84744343069889
21.13053078393372,3.0,18.0,58.535508516529504
28.608165305347704,4.0,18.0,70.44049772208156
14.15718794277708,3.0,17.0,44.39737699210133
19.10680445062834,3.0,13.0,49.10416336409162
24.18003054974074,5.0,16.0,60.67238306141649
,1.0,6.0,33.962924777030445
17.37948894741922,3.0,12.0,44.977610111400864
9.814734340540596,5.0,8.0,37.206820858054954
14.059547468545116,4.0,13.0,47.96407753200333
17.35994749686091,4.0,17.0,55.549991926236615
19.234167398365475,3.0,18.0,56.574074938723456
20.937246040167626,4.0,12.0,49.359710175884345
18.332550830832947,5.0,20.0,71.62632900989368
23.8536446270667,1.0,13.0,48.4825097981613
27.15451298083232,4.0,6.0,49.09941900088357
23.519966681210533,4.0,19.0,67.81655446764003
24.86548407188648,3.0,8.0,49.744379606509845
15.907061177375255,2.0,12.0,35.09164997405254
18.142645523153696,5.0,8.0,40.59800408958758
20.237453995505014,3.0,11.0,44.954699086364165
39.187244729211145,3.0,16.0,69.1869765003907
23.788502697535392,,20.0,68.54907259651584
23.123169306991006,5.0,12.0,59.813544565035784
23.58659776606856,4.0,11.0,48.962486252564645
20.938741132334613,2.0,18.0,56.69132753196295
20.432128978532912,3.0,5.0,34.30292107437062
30.14867871405189,3.0,17.0,61.94392106666265
22.86712443179677,1.0,10.0,36.92734860518035
22.572449463958016,4.0,15.0,60.713932709223485
22.440316782644167,1.0,14.0,46.10480390066434
23.51976768804181,4.0,9.0,49.17101794052621
20.102511876694265,3.0,7.0,39.64190427670003
,2.0,16.0,47.1627264061086
26.442596474070573,5.0,15.0,63.099991383739216
26.28935111028475,2.0,7.0,41.576180680195826
25.842043663414373,2.0,,43.26572195550982
25.01798142045838,4.0,16.0,64.44316016114118
23.29332366866489,1.0,14.0,46.191492757446944
12.24965512223824,1.0,20.0,45.444453027761334
18.800772704763954,2.0,20.0,54.00141938760417
19.933486310572512,5.0,5.0,44.952437437985296
23.157802283639004,2.0,17.0,52.55213172056881
18.350009961562083,4.0,19.0,64.1722814208682
30.089820737071577,2.0,18.0,66.05397519457253
14.414865056340178,2.0,17.0,40.553253049731985
24.28001381802972,3.0,,59.906091272143215
17.6987011965969,2.0,13.0,47.849834887534215
16.7047175687453,4.0,8.0,40.169627147305576
18.28812121942727,1.0,13.0,38.64915495315457
21.068032012821813,3.0,5.0,35.98155413632741
20.366414145639297,2.0,10.0,44.09602657300133
26.021628533682755,1.0,,56.260646168978816
23.03988149433089,2.0,19.0,60.966392533690545
21.809314789846173,2.0,17.0,50.57225508246899
26.60138076613667,4.0,10.0,48.3224140753024
19.2806485770052,4.0,10.0,45.7384072581497
31.341284828333205,4.0,13.0,63.530978812764374
30.846749795853228,4.0,8.0,52.75905670382015
19.750299176455282,1.0,9.0,32.26443667977796
15.301296925326204,1.0,14.0,35.36681157146549
26.742202202684194,4.0,19.0,73.5187186263611
29.639177515416474,3.0,15.0,57.27988864452539
20.715323696933897,4.0,18.0,64.83313881877308
,2.0,8.0,36.45126267147385
22.413621419205953,3.0,5.0,32.05323363102828
20.69903611433167,5.0,6.0,
,4.0,11.0,48.0949697960752
26.436489518062448,1.0,,40.00096846707365
15.486911510847229,1.0,20.0,53.4239849861987
21.165871625989404,2.0,19.0,54.544785143314996
13.470891872271396,3.0,16.0,54.5351656821483
20.89815626155542,2.0,11.0,46.72836030410271
24.731381284233198,5.0,,58.38493602230876
26.100043550946204,5.0,12.0,60.78763551091367
20.481852285376206,2.0,19.0,61.01612357277377
,2.0,20.0,63.29368038837354
26.38018166768187,2.0,5.0,38.01463039186951
25.975586965521334,1.0,20.0,51.449731165281676
20.042213205870674,1.0,18.0,47.986268284466256
,3.0,10.0,42.39063683613365
30.80508742459532,2.0,12.0,50.686510662946574
27.002789535154122,3.0,,54.7944105195456
11.400272503403237,2.0,13.0,35.86098130345206
31.540794478175087,5.0,15.0,141.88222110466177
16.737609760220465,3.0,15.0,48.0907990529115
22.40661550283638,5.0,18.0,66.52414156401316
26.73541339853862,5.0,13.0,58.71846781480688
19.331416302192306,4.0,11.0,48.06625457443377
22.06798229623318,2.0,15.0,55.53893318045551
14.808097815546091,1.0,15.0,38.68106237232464
27.066348884872703,2.0,7.0,39.26883864608516
20.09687589063828,,16.0,51.92767261889493
23.528182226685875,5.0,18.0,65.48677779115623
27.94989110970458,5.0,12.0,60.00588087204943
24.407473783836327,3.0,9.0,44.04042089929041
26.176215393915278,1.0,9.0,46.5204702867391
28.130485207264705,4.0,9.0,50.70959044712288
30.608464146482625,5.0,8.0,52.763418272617294
20.943111952593423,3.0,16.0,56.64797381218539
,5.0,7.0,39.97625232476003
,,9.0,52.252323345221455
15.762449529784082,2.0,,41.95067333622101
22.15688479398288,4.0,13.0,54.73639999320804
24.778844972375687,,6.0,35.11875143612975
29.78150423078901,4.0,9.0,50.66143548743948
28.42041347773265,1.0,,48.27583624442566
19.373711744373928,2.0,19.0,54.94017345084069
34.261768995577995,,9.0,58.54452439479378
13.468364640611856,3.0,15.0,44.97957703762429
24.250300869057025,,,61.10803253389611
16.78929845738013,4.0,17.0,59.082543158353204
14.616277835206372,1.0,14.0,36.958237303532584
19.406492927024697,3.0,11.0,44.84296164328809
21.9122378698226,3.0,6.0,37.3200863172839
31.75510611412276,3.0,10.0,51.68853296543111
23.840488578756595,,6.0,35.501084239329074
17.118503627437427,5.0,7.0,42.962122617203114
23.771542658918158,3.0,15.0,55.339518146537735
18.805245700823008,4.0,11.0,
20.766407978147033,1.0,,
19.443974345737253,5.0,13.0,46.86361558716424
20.34926054232666,3.0,10.0,47.146105922607894
14.74911378498153,2.0,19.0,57.284664585930635
21.880085749029274,2.0,10.0,41.76183385332518
7.438815614292523,1.0,6.0,20.643708040215422
20.024066935053057,2.0,13.0,43.415031440493344
24.98374783550542,5.0,10.0,55.868588224588684
12.858237220786258,4.0,14.0,42.88291544546239
,1.0,11.0,
25.462356239869777,,18.0,56.51774299969166
28.04651507987682,3.0,12.0,58.97211134287696
25.326979413897277,1.0,17.0,52.35320838386077
18.924663579424994,1.0,19.0,50.48660321237146
21.39053675104675,2.0,12.0,42.87111125304684
24.069705885626718,4.0,16.0,64.01675587637442
16.273687697699263,2.0,12.0,41.251646664469504
21.79060943881274,1.0,7.0,32.12234824563536
23.759792648453978,1.0,19.0,57.93489400604436
9.449947801166708,1.0,17.0,37.1628546489754
21.401985677604994,2.0,15.0,49.28281051241952
24.167246137627096,3.0,9.0,50.93363992489323
19.851758625955306,2.0,15.0,41.836220977100226
20.7297095418573,,18.0,55.74598828333214
17.944632942978302,4.0,12.0,46.429977164903214
13.839735060981415,3.0,10.0,32.69191385142411
17.622328232526307,1.0,5.0,22.44764267694365
23.75954866957122,2.0,14.0,50.763656150352816
27.378454781361675,,15.0,65.50689410348366
24.286297164137274,1.0,20.0,55.21510349313736
26.11412430307404,2.0,,51.72233782000617
19.572011853751096,4.0,13.0,50.770447188860594
,,19.0,58.5681016924669
21.248574360308204,1.0,10.0,38.397204400039556
31.777769731158756,5.0,9.0,59.6842673005322
19.094511899905182,4.0,12.0,47.009233409079506
24.208294099971194,2.0,18.0,60.45079283189043
14.488007176013934,3.0,15.0,47.49717004458325
13.635293430963086,2.0,10.0,34.57218339307766
26.48013506894745,1.0,8.0,43.06879185073485
19.667778532481023,2.0,5.0,29.953007773247382
26.183246207437367,5.0,20.0,74.13647419235403
18.194518705470397,3.0,14.0,53.07172599345712
23.734422924338684,2.0,5.0,38.439076862230934
19.712682386436285,,8.0,36.296846010610906
27.038861219795532,1.0,18.0,
14.731063801375578,4.0,13.0,51.63700073502462
13.372591795018446,5.0,16.0,55.91676455350278
20.482379432999593,2.0,19.0,55.652516866813656
14.343752008367026,3.0,15.0,43.08620074298422
26.430832611526306,1.0,18.0,56.18497681771152
,3.0,16.0,57.69183587463604
16.90556445449857,5.0,13.0,47.276495007296546
25.22129983270139,5.0,9.0,59.01176295013463
20.5285933196257,1.0,8.0,132.97290289298104
29.240557552105177,4.0,16.0,67.84899785380905
22.76780846733277,,11.0,40.54679005858656
21.925838189031904,5.0,,53.031184321072146
29.454886183119655,2.0,14.0,
24.057113049177158,3.0,13.0,54.66812124351407
17.89080101037446,2.0,19.0,54.38782627686007
,4.0,18.0,69.95547610259246
13.679346513883734,4.0,11.0,39.890448072749635
29.959780243993563,5.0,,68.03692266104267
33.35109524472244,4.0,16.0,72.6961545910489
20.832077411683933,4.0,10.0,44.38380415063465
21.365658217427736,4.0,11.0,
26.373241012004137,3.0,12.0,51.760048974739625
22.517499789198236,4.0,17.0,62.28862240864335
26.715935601038176,3.0,9.0,48.98012859016872
22.975686926488557,4.0,12.0,49.57217996927189
22.040191886492575,4.0,6.0,42.87771044247984
16.978766064130745,1.0,8.0,36.728008763598865
22.91304853316155,1.0,7.0,32.15420285744337
29.223323740400517,3.0,18.0,69.50742310073738
23.07166533921345,5.0,16.0,65.70588091913335
23.48949754444748,2.0,15.0,51.83529780535606
31.479291422903557,1.0,14.0,53.310638359901965
19.984151876877128,1.0,6.0,27.73695419008402
23.219275147141033,5.0,19.0,64.27749501805606
18.02105851049218,1.0,17.0,53.79588011921217
19.294226429158385,2.0,17.0,55.247234109419225
20.93741965737511,3.0,8.0,38.92049938337044
22.3420098477955,5.0,9.0,
21.593114831414166,3.0,14.0,52.33651163344771
25.84779742906698,1.0,5.0,
23.238288002791595,3.0,11.0,51.85040268061148
16.464822248550192,2.0,8.0,29.712982403925217
24.052265422847867,4.0,17.0,59.612219234777626
23.67807941639331,5.0,14.0,62.4605296916523
18.334134389281175,1.0,,42.248895715800344
18.55216458754147,4.0,8.0,47.98136879758101
16.537522795940525,1.0,14.0,41.08722237791095
23.09392013161252,5.0,5.0,44.10787586468115
17.086104090934008,1.0,5.0,26.025657173508336
17.5903497455014,2.0,20.0,49.41258204497049
24.344565636759,5.0,5.0,37.38218582854112
21.899737439901315,4.0,9.0,49.31611548975647
30.558858812019828,2.0,16.0,54.37084406805994
18.721942973713926,2.0,17.0,49.51276906471772
22.63895438800244,2.0,20.0,57.07270055340835
29.757021411366082,3.0,13.0,59.32856557859305
27.80172559666947,1.0,20.0,55.65332319806829
23.061441599319004,1.0,7.0,42.083839362361765
27.49570177525254,5.0,18.0,71.03371178428301
27.78131289980679,3.0,9.0,49.05104871556763
23.125610888018887,4.0,7.0,45.73283931160555
24.859793012522204,4.0,18.0,
22.440700265485606,4.0,9.0,51.79788911402769
21.2006519975783,5.0,18.0,65.97439308692421
14.045423194902636,3.0,10.0,41.06731085055518
21.149744145730416,5.0,13.0,
20.473286400623746,5.0,20.0,66.40484583673593
19.527093923557274,1.0,9.0,31.324824235207586
23.00827571288858,3.0,8.0,39.963047298987455
25.06982002668248,3.0,18.0,
26.578786061097425,3.0,19.0,68.56053912364472
22.80072747191152,5.0,5.0,40.09976119110752
17.86121307253923,5.0,8.0,46.45366825146539
24.441144794379067,1.0,16.0,51.62510765242456
22.14169754073516,5.0,,56.88019451483778
24.985550151120904,4.0,17.0,
21.908099770633704,4.0,17.0,58.886245442328665
20.41395618014746,3.0,7.0,33.01178437810222
17.357377068699822,3.0,19.0,58.057188902728754
23.511062228200277,1.0,12.0,45.39234258371276
19.23052402761413,1.0,6.0,27.773114792681493
17.523751524855165,,15.0,46.43649852067599
17.973823618453395,2.0,17.0,46.421456411385854
28.687968789718145,3.0,16.0,60.11081557554039
20.534470179685066,1.0,15.0,50.14746295239934
,1.0,5.0,
15.077648032730878,4.0,8.0,
27.820773003802067,2.0,10.0,42.123504311782504
27.487659875508623,5.0,19.0,67.91664633716019
22.346649579636825,3.0,17.0,59.991661076787935
20.169380819204825,4.0,13.0,50.83256481842008
23.064685735602268,3.0,7.0,37.73524770875929
24.283336075155514,5.0,6.0,48.89687848845611
16.93310132801262,3.0,8.0,39.320756866675566
6.663607479260561,3.0,18.0,42.37074502300328
27.690993389031643,,17.0,66.95938183132532
24.351376703640597,4.0,20.0,62.14916542548034
25.742113683732782,4.0,16.0,61.56554839539677
18.350095107146768,5.0,20.0,66.38077833254674
15.015787788354917,4.0,16.0,52.192743488913976
34.5415060188295,1.0,7.0,39.57591967609644
25.91297139339094,3.0,8.0,45.44813505686419
15.98513752674265,1.0,7.0,31.739582601272996
13.78740491384194,5.0,10.0,44.60130147403008
16.44744230083334,2.0,20.0,55.2912484642575
26.891062364969773,3.0,16.0,
24.103694223675916,4.0,14.0,
23.74287730784408,5.0,6.0,51.19266498469917
21.47627139126977,1.0,6.0,33.10334508491354
31.041700391852174,5.0,16.0,68.5455492952581
20.42575216080138,5.0,19.0,62.45293967043953
18.997295699886724,2.0,7.0,
,1.0,5.0,28.276936458521746
14.489659158112214,4.0,5.0,31.21547486899679
19.782635052866695,4.0,17.0,59.3841037541127
22.722627045694704,1.0,17.0,49.181095717575424
28.542397127268238,2.0,20.0,66.31726407460586
18.87338883449309,4.0,8.0,41.042386129429026
28.093412874485566,5.0,6.0,50.33054095078098
,2.0,6.0,43.0716017079978
23.896723799855916,3.0,8.0,45.50345229280531
22.608493734792752,3.0,7.0,37.92486539911349
28.58774125143848,1.0,20.0,56.09045206975945
24.449911866916384,1.0,19.0,53.723261828286226
18.983102986157313,2.0,11.0,39.19030682740536
24.878848482144875,2.0,16.0,53.96916307693501
22.455461223970644,4.0,5.0,38.487334785085565
18.506047640880844,4.0,8.0,
31.909211178442902,4.0,17.0,66.62001399989322
26.755423458742268,5.0,7.0,50.779141071465325
15.274796363572388,4.0,5.0,35.26578772098008
26.619316400282116,4.0,6.0,46.16076099434268
18.215021349101164,4.0,15.0,56.9611693122016
21.310464047540577,1.0,9.0,40.037565563294564
21.24214064489848,4.0,6.0,44.20811402956032
23.66130606044124,3.0,15.0,59.347108845649934
21.25155017640348,4.0,5.0,37.673077341728245
26.36013978064013,1.0,,35.91363739928071
20.36238869593983,3.0,10.0,47.00599868801389
26.77291427673478,4.0,13.0,62.44775058614726
32.69473974170874,1.0,15.0,58.0745676020684
20.67897011074999,4.0,15.0,51.288406407783505
15.568010936400439,5.0,5.0,37.20715176529712
21.588040213731016,5.0,,51.56743065187441
28.29046987817381,3.0,10.0,52.70173522968745
19.893136543545186,3.0,17.0,
23.10737419115724,4.0,9.0,40.8941294927074
22.978068057254163,1.0,16.0,
27.536055435040062,4.0,18.0,59.91189843346051
23.63892350721222,4.0,20.0,69.85985673041702
25.293492746621812,3.0,17.0,58.23012731811705
27.798798840480384,2.0,12.0,51.01309292507155
20.379950374236248,,9.0,140.25434322895202
17.96373589494289,,16.0,56.43058554703517
20.97138377504569,4.0,19.0,60.96979740084673
28.78023425593189,1.0,17.0,52.030196944885965
26.45618826829879,4.0,11.0,55.65308703136681
16.32634571297975,4.0,16.0,57.51340974390683
21.07701736990302,5.0,8.0,53.31719641936003
22.38673316716648,5.0,16.0,63.696818528571804
12.565219888482565,2.0,13.0,34.51717179751914
31.491923493329544,3.0,9.0,48.53452391287923
21.51061375777138,2.0,19.0,58.68919062262766
23.18713936090082,,11.0,51.47093634847972
20.04093217467541,,6.0,46.57550186553302
,4.0,19.0,
20.43008771311209,3.0,8.0,41.68942041499885
21.66522398273397,1.0,19.0,53.23723463286161
29.795685082677537,4.0,,56.69467092297249
19.912885931414536,3.0,7.0,37.286074191200974
25.889322644428614,3.0,,43.960288484473004
20.29151173424601,3.0,6.0,32.804937762808464
12.251537012841721,2.0,8.0,30.71044781726064
20.799970524983248,3.0,16.0,57.9041094789101
,3.0,11.0,52.840757067939
19.59304534810507,4.0,19.0,64.06108369011662
21.022228700399346,1.0,,33.23321648303355
22.12631269067754,3.0,20.0,58.155077526726295
22.920106975636998,,20.0,63.70717222904176
33.45473899953905,3.0,17.0,73.37199990339842
19.39532464865117,3.0,5.0,30.661070909678298
17.1935759546312,5.0,5.0,39.16992987987468
29.315381815653573,2.0,7.0,40.391901102449594
23.17405853502238,4.0,8.0,40.81056815149615
21.855231565483823,1.0,18.0,52.31464426601721
25.868390761080196,1.0,14.0,48.828778779371305
19.922593068037646,4.0,13.0,54.33727682985401
24.916992000676107,2.0,19.0,58.44915124244626
26.848108082491883,1.0,15.0,51.33104080514427
24.857675141773232,2.0,7.0,36.73741846828602
20.113794059162064,2.0,15.0,49.172707026830594
21.347689718622426,1.0,9.0,37.516621314703485
22.96894400971414,1.0,8.0,38.63956254711917
18.01188599983974,5.0,6.0,43.102533488006884
19.43577573136693,4.0,8.0,44.191522023097704
22.097971449802376,5.0,8.0,48.96952149069016
16.866982688841397,4.0,6.0,32.831755274963726
19.18771355677692,3.0,8.0,43.65386136127741
25.981294970181743,3.0,10.0,46.93737762674068
,3.0,11.0,46.619222283555125
27.71400830315556,1.0,10.0,46.119206363599936
20.542806097510663,2.0,5.0,33.97832671858433
26.68263465387842,3.0,11.0,51.15075672610359
19.693704361085114,2.0,16.0,54.16716421113
19.61880232944914,4.0,17.0,
23.79591520064595,4.0,15.0,59.67178807771827
23.319740076356982,,19.0,69.02399981374322
19.850114804831275,4.0,6.0,36.39984298190432
24.874104255061415,2.0,16.0,51.47841750627505
,5.0,7.0,50.00621391939085
20.973224407777433,2.0,7.0,35.54722680090118
27.13935168330601,,8.0,40.27765837862969
20.888159015100996,3.0,16.0,55.416726790837295
29.77235621820344,4.0,18.0,66.76002882714617
20.428525547013848,3.0,20.0,63.70292541021159
23.257357587783982,2.0,12.0,
19.807876184822575,,10.0,41.21378459069982
24.94134968844585,5.0,5.0,46.06275393525497
23.208027392657915,2.0,11.0,41.55608926426461
18.932775502589433,5.0,6.0,44.7102298197584
20.68407820170253,3.0,19.0,60.60210226611329
21.522538212786184,4.0,5.0,38.30030365526161
25.00609911074461,1.0,14.0,47.69508498673923
21.683441076679557,,,50.18115035261309
22.764677655622116,1.0,7.0,38.94995176069363
23.9936440015813,1.0,9.0,39.34450533061047
28.44617697862238,3.0,12.0,56.39441525781137
22.905873943742424,3.0,17.0,52.11494402288246
15.167155430402278,1.0,,129.12166832042405
19.220648793072037,3.0,5.0,35.79292370638181
23.576478564288117,4.0,20.0,61.752944853114435
28.98210882502654,5.0,7.0,50.14504910765502
17.63563652106187,3.0,19.0,55.239309157031094
25.80600420561101,5.0,11.0,61.985397460241074
23.00574361698368,2.0,12.0,47.98401140181678
18.188515210583382,4.0,12.0,48.57317588260199
12.06206642760214,1.0,8.0,27.981433760986583
32.9933015965452,5.0,6.0,55.94194479956565
26.52301567623937,3.0,,
23.2396151810784,3.0,11.0,43.7668249436308
26.56832111190232,1.0,19.0,59.80743385629693
25.996774682331164,5.0,12.0,59.95341802995771
23.900795475646166,5.0,10.0,50.75603966377517
27.19296021345405,1.0,19.0,56.6335573297608
22.455284401041666,4.0,20.0,63.87737571083771
30.599330331164246,2.0,15.0,60.543955627898576
27.157664666641967,5.0,11.0,57.88087681065519
24.89821127947641,1.0,7.0,35.31233379217613
16.522421839865654,5.0,9.0,48.77476379188473
21.10206072497469,4.0,15.0,
27.21466112896205,4.0,15.0,62.78247964654609
20.777459180420983,1.0,13.0,49.145304691690995
19.34795023640657,3.0,18.0,60.15652913178983
29.663046341617047,4.0,10.0,58.99740111725628
34.20948404215676,3.0,7.0,51.30406313708588
15.634946536333903,5.0,5.0,40.65994373296299
20.576433598468643,3.0,20.0,65.57540018447453
29.21932721871192,1.0,11.0,49.064013277931075
20.913514157584952,1.0,19.0,
25.16293110308663,1.0,13.0,50.94366205894659
25.588079188790054,5.0,10.0,53.39831983354897
19.976909713761557,3.0,12.0,55.46327631130954
30.270506963595704,2.0,10.0,53.91637537062227
22.633865978112265,4.0,10.0,44.95621814944321
22.637082619993727,2.0,6.0,31.171530190642468
22.888264643137678,3.0,16.0,54.142257574562365
27.705713898624836,2.0,14.0,48.215255567902695
27.980198564806997,5.0,14.0,64.61120804664453
14.897392793024343,4.0,5.0,30.903683718740563
20.416710980766357,5.0,8.0,45.362430713650554
15.036742828780511,2.0,8.0,32.762436684379566
24.091822631345334,2.0,15.0,51.26526842674187
22.75274133839245,2.0,20.0,64.53104468867232
14.272555113094452,,20.0,48.0518603746168
20.790741900601603,3.0,9.0,40.41898069054883
27.799228938512684,2.0,18.0,57.58395112852998
29.72955001590556,5.0,8.0,50.98329138561655
13.830034757912198,3.0,5.0,26.6621891221481
9.830355941640939,4.0,14.0,47.26221703980035
13.577006252702892,1.0,12.0,31.289319008812893
25.166718647070482,5.0,16.0,69.45280496711023
34.1415152252839,2.0,12.0,51.83964616192752
15.651970526559301,5.0,5.0,
19.086901470875112,1.0,20.0,52.80994302015882
18.165986795519842,3.0,10.0,35.56313967854074
32.522882558171204,5.0,14.0,67.64255694907025
21.451406125852696,4.0,19.0,67.20571344787446
18.076472373714246,2.0,18.0,
28.345697932744976,2.0,17.0,143.13533966562397
17.475568434339564,1.0,6.0,29.80496982518626
31.170747368181534,1.0,6.0,35.32164824561572
33.75666581610791,3.0,9.0,54.38986053572147
,5.0,14.0,64.39390267193339
28.201814105892048,3.0,12.0,58.461094178518636
15.581705270132904,4.0,8.0,38.3324247915635
9.848667355268999,4.0,7.0,33.68247344016981
18.47753196467485,3.0,16.0,50.04489332321312
26.28676766508749,5.0,19.0,73.75400291400587
24.826738339440254,4.0,13.0,54.531848659519405
18.209903446321,1.0,10.0,33.336567875343746
25.4675567150732,5.0,9.0,52.438078900929064
17.17960913337533,1.0,20.0,45.97697614867458
28.57327319393783,1.0,20.0,59.834103726417986
24.027832982154727,3.0,14.0,53.67655372939225
27.300380366004376,5.0,13.0,63.655354488943345
17.43330696506137,5.0,,52.84246843292945
25.452049828511992,5.0,5.0,45.60714335301124
19.805933508711224,4.0,10.0,50.04797395813767
15.651835344618785,1.0,16.0,47.273313449621284
,5.0,20.0,60.9853749009522
30.652468572259906,,13.0,61.26512198320127
24.199095640473445,5.0,19.0,74.2638199364023
22.528967968160902,3.0,12.0,51.1208908797005
21.26580730056494,3.0,16.0,51.707555964101516
25.825777175219716,2.0,14.0,61.34205910124955
17.024097964790553,3.0,18.0,57.38048591538218
18.26418370570368,1.0,15.0,45.935792212814825
24.71849509978535,3.0,6.0,40.793066109933825
17.91951228596664,2.0,16.0,48.78069367463955
30.120880562668198,1.0,13.0,46.24142302627646
,1.0,7.0,31.572097732140517
20.96123240918914,2.0,,37.22706217297239
19.857827548510656,5.0,10.0,46.57120083312054
21.698608902293014,5.0,8.0,47.56677126294025
17.162204062500493,3.0,20.0,58.237670538300605
22.007399367426004,4.0,5.0,41.80845273389732
11.108185843671109,2.0,18.0,46.83590266781323
17.53840932047831,4.0,,53.68026730407052
24.87624137005016,2.0,10.0,49.632683831450095
20.072016213745886,3.0,16.0,50.22899796575756
20.274851171632857,5.0,6.0,43.62358476646945
11.081215513991545,3.0,18.0,50.772505919909904
